Equipment ID,Property Line,BRS Code,Property,Location,Rack,Shelf,Equipment Shelf,Shelf Row,Shelf Col,Part ID,Part Description,Part No,Hitachi Part No,Serial No,Location System,Line Owner,Asset Owner,Asset Use Indicator,Asset Use,Asset Use Description,Manufacture Date,Install Date,Commissioning Date,Acceptance Date,In Service Date,Useful Life Start Date,Decommissioning Date,Warranty Start,Warranty Period,Life Expectancy,MCCMS Ref,Modifications,TTS Critical Asset,Capital Asset,Eng Comment,Software,Reused,Ceased,Last Var,Last Sor,Last Fault,Card Life From Today,Card Life From Subsequent Year,Card Life Will Reach
EQ-5622,Property Line 8,BRS-310,budget,South Taylor,Rack D,Shelf 1,"Shelf 2, Row 4",Row 3,Col 3,Part 90703,Send college find.,Part No Z9,Hitachi 60589,SN-667761,how,Nicholas Jones,"Roberts, Booker and Castillo",Operational,Main Power,Rule blood magazine we.,14/10/2005,17/03/2009,22/12/2020,20/10/2008,03/06/2015,18/09/2019,10/12/2038,30/09/2025,5 Years,44 Years,MCCMS-978,Painting among itself under strong.,No,No,Wind likely poor western manage see.,Firmware 3.0,No,Yes,03/07/2021,28/11/2020,18/02/2025,18 Years,18 Years,14/06/2056
EQ-1158,Property Line 23,BRS-155,newspaper,New Chelsea,Rack E,Shelf 9,"Shelf 8, Row 2",Row 2,Col 2,Part 67243,Event short certainly education radio human too.,Part No R6,Hitachi 52669,SN-545857,imagine,Jennifer Nguyen,Snow and Sons,Standby,Main Power,Just attention prevent assume design push floor.,14/03/2013,06/11/2014,30/11/2012,21/07/2010,29/04/2012,07/06/2020,04/08/2026,01/02/2020,1 Years,24 Years,MCCMS-572,Thing listen air mother huge west.,Yes,No,Letter force factor top expect other Mr production follow.,Firmware 2.5,Yes,Yes,05/01/2025,15/10/2020,18/01/2023,6 Years,18 Years,07/05/2054
EQ-2705,Property Line 13,BRS-166,control,Johntown,Rack E,Shelf 2,"Shelf 8, Row 1",Row 3,Col 2,Part 65408,Activity picture join better society.,Part No Z17,Hitachi 58981,SN-636614,long,Taylor Jones,"Villegas, Martinez and Clark",Operational,Main Power,Win back teacher until reveal town.,22/05/1997,22/01/2020,30/12/2008,25/04/2015,26/03/2023,06/04/2016,07/02/2038,20/04/2024,3 Years,14 Years,MCCMS-486,Poor participant doctor brother chance example.,No,Yes,Have house challenge major compare.,Firmware 3.6,No,Yes,02/07/2024,18/01/2024,01/09/2024,13 Years,6 Years,20/04/2042
EQ-2091,Property Line 14,BRS-529,phone,Butlerville,Rack A,Shelf 6,"Shelf 4, Row 3",Row 2,Col 4,Part 88446,Down seat popular direction series military.,Part No T12,Hitachi 67523,SN-640946,our,Thomas Villegas,"Nguyen, Evans and Kerr",Standby,Main Power,Bank admit total moment hear property.,08/09/2020,15/03/2000,29/04/2016,29/09/2025,18/11/2016,05/10/2017,11/05/2045,24/06/2024,1 Years,26 Years,MCCMS-507,Security care leg middle section air high probably.,Yes,No,Peace manage current you table through stand base blue role.,Firmware 1.3,No,Yes,16/06/2021,23/06/2022,23/09/2022,17 Years,19 Years,28/11/2045
EQ-1703,Property Line 26,BRS-449,only,East Shane,Rack C,Shelf 1,"Shelf 7, Row 1",Row 2,Col 1,Part 48078,Little avoid build theory peace system enough baby.,Part No C10,Hitachi 19111,SN-625431,year,Gregory Elliott,"Olson, Cortez and Stewart",Operational,Main Power,We book laugh certainly bit concern expert a.,17/07/2018,02/06/2004,06/12/2018,12/06/2020,03/04/2021,07/10/2024,30/06/2044,22/04/2023,8 Years,36 Years,MCCMS-957,Space cause difficult beautiful family.,No,No,Discuss itself character idea hour.,Firmware 1.3,Yes,Yes,23/01/2020,12/05/2022,15/04/2023,4 Years,18 Years,23/01/2049
EQ-2045,Property Line 29,BRS-417,carry,Sarahburgh,Rack B,Shelf 5,"Shelf 4, Row 3",Row 4,Col 2,Part 67969,Continue outside including attention trial act gas fly.,Part No A1,Hitachi 36425,SN-877088,it,Jill Miller,Parsons-Richardson,Operational,Main Power,Team fly born sometimes star identify process million.,22/02/2002,12/01/2012,25/02/2024,16/03/2011,11/02/2023,08/01/2024,27/09/2032,01/10/2022,3 Years,12 Years,MCCMS-247,Particularly in moment PM number while.,No,No,Reveal close road couple table any.,Firmware 1.1,Yes,Yes,11/09/2023,02/11/2021,28/03/2021,2 Years,6 Years,06/02/2052
EQ-1650,Property Line 35,BRS-557,executive,New Kimberly,Rack B,Shelf 5,"Shelf 5, Row 1",Row 4,Col 4,Part 11961,Physical same against watch.,Part No P18,Hitachi 34178,SN-785621,green,Glenn Hall,Parrish-Bailey,Operational,Main Power,Ground person tonight human at.,06/07/2016,06/02/2010,08/10/2012,01/10/2025,23/07/2010,20/09/2025,09/10/2038,21/03/2023,4 Years,30 Years,MCCMS-112,Ok treat order.,No,Yes,Decade page image play job stand century.,Firmware 4.1,Yes,Yes,10/02/2022,08/04/2020,25/12/2023,19 Years,1 Years,09/06/2057
EQ-7812,Property Line 14,BRS-723,reason,Robertland,Rack B,Shelf 6,"Shelf 6, Row 1",Row 3,Col 1,Part 42194,Fall talk who nice per.,Part No H19,Hitachi 27521,SN-880063,lot,Laura Davis,White Group,Standby,Main Power,Yeah production traditional new any environment soon.,01/03/1995,09/10/2015,22/09/2011,29/10/2013,31/01/2023,12/09/2016,30/08/2030,30/06/2021,5 Years,26 Years,MCCMS-905,Right spring cost best computer value.,No,No,Here listen cause who second middle medical draw question.,Firmware 1.8,No,Yes,28/09/2023,15/07/2020,23/02/2024,10 Years,8 Years,23/03/2045
EQ-1797,Property Line 20,BRS-515,thing,Myersport,Rack A,Shelf 6,"Shelf 8, Row 4",Row 1,Col 1,Part 71497,Contain defense that step right.,Part No M7,Hitachi 49020,SN-414615,carry,Fred Johnson,Lawrence Ltd,Standby,Main Power,Trial network without behind suffer must stock look.,13/04/2019,30/04/2000,17/11/2005,12/11/2025,11/09/2019,15/09/2015,09/06/2047,13/04/2023,7 Years,11 Years,MCCMS-120,Wrong risk myself suffer hope if.,No,No,Couple to hope score contain practice arm identify easy few.,Firmware 2.5,No,Yes,04/11/2022,20/07/2020,10/10/2025,3 Years,6 Years,09/12/2060
EQ-3907,Property Line 17,BRS-720,message,Thorntonberg,Rack C,Shelf 8,"Shelf 8, Row 1",Row 2,Col 1,Part 64666,Social decide recently final think.,Part No B7,Hitachi 67746,SN-206203,before,Sabrina Jones,White Ltd,Standby,Main Power,Money sense thought wait.,02/11/2000,19/12/2008,02/11/2012,12/08/2024,07/10/2010,02/11/2025,12/12/2034,20/07/2025,2 Years,42 Years,MCCMS-679,During option approach different.,Yes,Yes,Than huge relate happen market discover generation.,Firmware 1.3,No,Yes,06/08/2024,28/08/2022,21/06/2024,12 Years,14 Years,05/01/2060
EQ-1103,Property Line 31,BRS-905,television,Port Tiffany,Rack B,Shelf 6,"Shelf 9, Row 2",Row 3,Col 2,Part 47328,Their money five father president.,Part No M11,Hitachi 29990,SN-711659,rather,Nicole Cole,Nguyen-Gordon,Standby,Main Power,Ability method fact realize want.,15/01/2007,05/08/2017,02/12/2025,01/08/2008,12/01/2023,27/11/2021,02/01/2040,15/07/2022,6 Years,32 Years,MCCMS-925,Prevent task understand product wrong leader lawyer.,No,Yes,Draw music stay magazine specific mouth thousand.,Firmware 3.2,Yes,No,15/11/2024,02/11/2022,05/09/2022,8 Years,4 Years,16/10/2059
EQ-5036,Property Line 17,BRS-514,house,Lake Joshua,Rack B,Shelf 6,"Shelf 6, Row 3",Row 3,Col 2,Part 13518,Every federal yeah center.,Part No E5,Hitachi 16110,SN-720585,organization,John Collins,Grant and Sons,Operational,Main Power,Take mind local knowledge raise attorney human.,24/05/2004,06/04/2017,25/05/2017,31/07/2017,05/12/2024,27/08/2018,02/04/2048,27/06/2024,8 Years,49 Years,MCCMS-456,Style effect throughout that at.,No,No,Should go growth through book apply else marriage.,Firmware 3.8,Yes,No,17/08/2025,28/09/2025,09/08/2025,3 Years,12 Years,21/03/2043
EQ-4279,Property Line 34,BRS-686,phone,New Zacharyfurt,Rack E,Shelf 8,"Shelf 3, Row 3",Row 4,Col 2,Part 34335,I soon seem population itself degree although.,Part No P16,Hitachi 95527,SN-787651,economic,Jose Gray,"Moore, Goodwin and Watson",Standby,Main Power,Along whom base eat.,08/10/2014,24/11/2014,20/05/2014,16/10/2018,09/08/2025,27/05/2025,10/08/2026,29/03/2023,3 Years,40 Years,MCCMS-552,Treatment more compare note eye others bag.,No,Yes,Security parent professional different several care agree.,Firmware 1.8,Yes,Yes,04/02/2021,27/06/2023,05/10/2025,15 Years,13 Years,02/12/2060
EQ-2911,Property Line 24,BRS-221,kitchen,Carolynbury,Rack E,Shelf 8,"Shelf 9, Row 3",Row 4,Col 4,Part 56525,Each often green prove.,Part No L17,Hitachi 38589,SN-520405,whatever,William Lee,"Lawrence, Rivera and Rodriguez",Operational,Main Power,Level region hold suddenly forget city walk to nothing.,29/10/2006,14/07/2002,27/04/2018,06/11/2023,23/06/2010,10/10/2021,08/01/2033,03/03/2020,5 Years,43 Years,MCCMS-374,Sign too establish find.,No,Yes,Involve somebody always speech evidence make.,Firmware 3.4,Yes,Yes,02/02/2025,15/12/2024,03/12/2021,8 Years,15 Years,22/12/2043
EQ-2073,Property Line 13,BRS-381,collection,New Victorborough,Rack B,Shelf 9,"Shelf 9, Row 1",Row 1,Col 4,Part 11551,Traditional language tree foreign specific.,Part No Z2,Hitachi 91025,SN-127761,sort,Kenneth Brown,"Thornton, Welch and Rivera",Operational,Main Power,Although job suggest evidence fine as animal real.,17/11/2016,07/02/2013,12/06/2006,18/11/2020,05/02/2017,07/12/2019,08/03/2029,09/02/2023,5 Years,27 Years,MCCMS-973,Until wall start arm conference.,No,No,Degree real less make where easy country quickly rate.,Firmware 3.5,Yes,Yes,24/09/2025,22/04/2020,14/07/2020,9 Years,9 Years,25/07/2050
EQ-8990,Property Line 47,BRS-466,century,Port Robertborough,Rack B,Shelf 9,"Shelf 2, Row 1",Row 3,Col 4,Part 77963,He only fire other stay center yeah.,Part No T4,Hitachi 39750,SN-391033,federal,Scott Morales,Finley Inc,Operational,Main Power,Blood tax take ready.,21/06/2000,06/10/2015,17/02/2012,08/11/2018,23/03/2016,12/10/2020,31/05/2044,04/01/2022,1 Years,13 Years,MCCMS-464,Chance alone soldier method Democrat decade detail.,No,Yes,Usually reduce purpose difficult from successful skin.,Firmware 4.0,No,No,12/02/2025,23/02/2025,10/03/2021,13 Years,8 Years,10/08/2046
EQ-9336,Property Line 36,BRS-838,left,Thomastown,Rack B,Shelf 5,"Shelf 8, Row 3",Row 3,Col 4,Part 67939,Summer drive general not majority put catch.,Part No A13,Hitachi 68839,SN-255315,religious,Jill Stephenson,Moore Group,Standby,Main Power,Compare no rise look key.,15/04/2011,22/07/2010,19/01/2014,30/10/2018,06/02/2011,28/07/2021,17/08/2033,11/06/2021,9 Years,48 Years,MCCMS-319,Hard view ok investment piece police college.,No,No,Image authority must wait key produce professor eat choice.,Firmware 4.2,Yes,Yes,26/02/2022,07/05/2022,07/01/2024,9 Years,6 Years,11/05/2046
EQ-6738,Property Line 7,BRS-444,material,Velazquezside,Rack D,Shelf 4,"Shelf 3, Row 4",Row 1,Col 2,Part 15932,Food sing third mention source boy single.,Part No F12,Hitachi 99289,SN-946208,necessary,Anthony Petersen,Price Inc,Standby,Main Power,Program know from share form wife carry skin movie.,04/12/2020,21/08/2009,22/11/2010,08/02/2024,22/11/2011,07/07/2021,05/11/2039,14/04/2023,5 Years,12 Years,MCCMS-851,Everything social various role.,No,Yes,Little receive several since campaign care nature wide area until me.,Firmware 3.1,No,Yes,24/12/2023,03/05/2023,27/05/2024,8 Years,8 Years,19/10/2057
EQ-2944,Property Line 38,BRS-531,history,Lake Danielstad,Rack A,Shelf 1,"Shelf 4, Row 1",Row 1,Col 2,Part 70606,Our author pretty bank media work pick stand.,Part No P4,Hitachi 39630,SN-894416,night,Brian Morris,"Patterson, Green and Becker",Standby,Main Power,Let almost lose feeling me leader indicate.,14/09/1996,09/11/2012,02/07/2016,09/11/2010,02/11/2012,06/06/2022,14/12/2046,16/04/2024,2 Years,31 Years,MCCMS-803,Reflect without year.,No,Yes,Her these morning yard throughout.,Firmware 4.8,Yes,No,18/01/2025,22/03/2021,07/10/2023,1 Years,19 Years,03/03/2053
EQ-5421,Property Line 17,BRS-514,which,Sandraville,Rack B,Shelf 7,"Shelf 5, Row 4",Row 4,Col 4,Part 27390,Significant try site look.,Part No Q5,Hitachi 53155,SN-476679,rule,Jennifer Boyd,"Hayes, Snyder and Chavez",Operational,Main Power,Company customer me sit medical.,17/09/2017,05/10/2000,02/02/2014,27/09/2020,28/04/2019,26/05/2019,20/04/2043,28/12/2023,5 Years,31 Years,MCCMS-805,Rather right gun star many place hot.,No,Yes,Unit listen theory if by majority.,Firmware 1.2,No,Yes,24/06/2025,30/08/2024,29/01/2023,16 Years,3 Years,07/09/2050
EQ-7546,Property Line 39,BRS-567,mother,West Deanna,Rack D,Shelf 3,"Shelf 1, Row 2",Row 2,Col 4,Part 90411,Risk money move country organization sign before along.,Part No X15,Hitachi 46427,SN-361529,rest,Jeremy Serrano,Chaney-Ruiz,Operational,Main Power,Major suggest peace look world example lead watch.,18/05/2020,13/05/2011,30/03/2014,19/04/2013,02/05/2010,09/08/2023,21/06/2035,25/02/2025,2 Years,12 Years,MCCMS-549,Image second star service service.,Yes,No,Evidence always Democrat training score need.,Firmware 1.2,Yes,Yes,06/06/2021,01/04/2022,02/07/2021,1 Years,4 Years,14/09/2043
EQ-3388,Property Line 40,BRS-943,consider,New Amandahaven,Rack B,Shelf 6,"Shelf 4, Row 3",Row 2,Col 4,Part 39478,Yes require around business.,Part No S1,Hitachi 99985,SN-733648,leader,Derrick Deleon,"Ramos, Howe and Wade",Operational,Main Power,Best interest generation relationship on.,26/01/1997,10/06/2008,06/08/2007,15/01/2011,26/08/2010,10/08/2016,29/12/2044,24/07/2022,4 Years,24 Years,MCCMS-795,Story partner major.,No,Yes,Figure choice strong perhaps establish treat window you although.,Firmware 3.0,No,No,20/02/2025,22/03/2025,02/09/2020,7 Years,8 Years,18/03/2050
EQ-8797,Property Line 6,BRS-865,professional,Andersonchester,Rack C,Shelf 1,"Shelf 6, Row 3",Row 3,Col 1,Part 39541,Think plant somebody resource.,Part No B9,Hitachi 19013,SN-832907,blood,Christina Cunningham DDS,Best Inc,Operational,Main Power,Cost south area standard travel common seem of drive.,13/03/2020,27/03/2015,31/07/2014,01/07/2014,13/04/2024,28/09/2018,11/01/2028,13/01/2022,6 Years,37 Years,MCCMS-119,Live although buy wish year old least.,No,Yes,Vote program capital to medical prevent.,Firmware 1.1,No,No,23/03/2025,05/10/2024,15/10/2023,13 Years,8 Years,08/08/2058
EQ-2107,Property Line 22,BRS-439,billion,West Thomas,Rack B,Shelf 9,"Shelf 3, Row 1",Row 1,Col 3,Part 12263,Again her skill various.,Part No E19,Hitachi 91151,SN-395806,music,Courtney Hodges,Stanley-French,Standby,Main Power,Company every recognize research.,27/04/2001,31/01/2003,10/04/2018,06/04/2010,03/06/2010,07/06/2025,25/11/2041,14/08/2022,1 Years,49 Years,MCCMS-686,Bank ready seven move.,No,Yes,Factor voice stage citizen painting side not.,Firmware 2.6,No,No,22/12/2021,03/02/2024,17/05/2023,1 Years,16 Years,05/01/2051
EQ-3379,Property Line 26,BRS-484,each,West Johnside,Rack B,Shelf 8,"Shelf 7, Row 1",Row 3,Col 1,Part 71484,Just entire including own activity bit rule month.,Part No B10,Hitachi 72208,SN-312288,include,Mark Baker,Nichols and Sons,Operational,Main Power,Herself picture manage worry control sense form happy former.,06/05/2001,03/08/2004,10/02/2016,15/09/2024,25/01/2019,01/05/2022,16/04/2037,06/10/2025,9 Years,47 Years,MCCMS-303,News beat better candidate bad natural situation role.,Yes,No,Throw person cup claim government toward use form.,Firmware 2.1,Yes,Yes,02/03/2021,01/06/2024,06/04/2020,7 Years,15 Years,11/10/2051
EQ-2448,Property Line 22,BRS-884,learn,West Jacobmouth,Rack D,Shelf 5,"Shelf 5, Row 3",Row 3,Col 4,Part 33456,Item let why threat not.,Part No G8,Hitachi 65508,SN-759633,stage,Edward Peterson,"Perkins, Bennett and Griffin",Operational,Main Power,East someone visit recently model.,14/11/1996,06/05/2021,28/09/2015,17/04/2024,19/08/2013,05/03/2022,01/02/2040,04/10/2022,8 Years,20 Years,MCCMS-816,Poor arrive back behind.,Yes,No,Right road worry up production hospital history either night human.,Firmware 4.0,No,No,23/08/2022,31/12/2024,20/05/2021,1 Years,4 Years,16/03/2043
EQ-6103,Property Line 44,BRS-815,structure,Ryanborough,Rack D,Shelf 3,"Shelf 2, Row 2",Row 3,Col 1,Part 98945,Purpose short hard public.,Part No X17,Hitachi 43834,SN-662502,light,Travis Duffy,Carter-Pittman,Standby,Main Power,Early for total data apply.,16/09/2013,17/06/2000,12/07/2016,30/08/2014,14/12/2013,15/07/2017,14/12/2030,21/10/2020,4 Years,46 Years,MCCMS-750,Professional war heart easy.,Yes,No,Opportunity physical relate thing cover television security everybody.,Firmware 4.5,No,No,17/04/2021,24/08/2024,16/12/2021,16 Years,19 Years,07/10/2040
EQ-3535,Property Line 15,BRS-515,together,Aprilmouth,Rack A,Shelf 5,"Shelf 2, Row 4",Row 3,Col 2,Part 83621,Final option reach listen I adult school.,Part No S8,Hitachi 88901,SN-138646,piece,Michelle Hernandez,"Combs, Robertson and Ward",Operational,Main Power,Eight left but fly lawyer.,15/06/1995,29/08/2015,05/07/2024,16/05/2008,01/07/2021,07/05/2017,15/04/2036,28/09/2024,7 Years,25 Years,MCCMS-622,Explain long across.,Yes,Yes,Discuss region indicate garden test society strong will forget system.,Firmware 3.8,Yes,No,04/10/2025,20/12/2021,28/01/2025,19 Years,18 Years,17/11/2056
EQ-6803,Property Line 15,BRS-483,local,Pamelamouth,Rack D,Shelf 5,"Shelf 3, Row 2",Row 3,Col 3,Part 58525,Significant carry best name themselves attack final.,Part No W19,Hitachi 99996,SN-169885,every,Alicia Rodriguez,Andrews-Rodriguez,Standby,Main Power,Seat street federal federal.,22/07/2012,24/09/2023,01/06/2007,28/10/2007,16/09/2017,17/07/2018,09/05/2037,29/11/2024,5 Years,24 Years,MCCMS-504,Middle more necessary job authority although.,No,Yes,Son down address your resource paper.,Firmware 4.2,No,No,17/06/2024,01/02/2022,08/04/2023,17 Years,14 Years,07/11/2050
EQ-1015,Property Line 42,BRS-196,finish,Joyceberg,Rack D,Shelf 6,"Shelf 2, Row 2",Row 1,Col 4,Part 76771,And who seek success side.,Part No E8,Hitachi 10906,SN-652025,method,Maureen Bell,"Wilson, Russell and Wright",Standby,Main Power,Movement deep offer order.,05/08/2010,10/08/2001,08/08/2023,06/02/2006,28/04/2024,18/09/2021,08/05/2026,22/09/2021,2 Years,29 Years,MCCMS-885,Culture paper mother.,Yes,Yes,May drug radio yet accept structure himself.,Firmware 1.6,No,No,17/05/2023,12/04/2023,12/03/2020,16 Years,6 Years,08/03/2058
EQ-6898,Property Line 39,BRS-144,thing,Melissabury,Rack A,Shelf 9,"Shelf 8, Row 1",Row 4,Col 4,Part 84702,Real which threat trip return full.,Part No Q10,Hitachi 35199,SN-820381,some,Jose Brown,Barr Group,Operational,Main Power,Anything everybody quality drug think parent tonight also believe.,01/11/2011,18/04/2023,21/05/2015,01/09/2014,15/02/2013,24/06/2024,14/04/2031,13/09/2021,1 Years,15 Years,MCCMS-816,Follow anyone could family become white house next.,No,Yes,Describe front eye study fill show.,Firmware 3.0,No,No,06/08/2022,27/04/2022,03/06/2022,4 Years,11 Years,13/07/2056
EQ-2774,Property Line 32,BRS-256,question,Lake Brittany,Rack B,Shelf 6,"Shelf 6, Row 4",Row 1,Col 4,Part 33795,Style administration again old easy.,Part No Z12,Hitachi 80588,SN-776921,court,Samuel Blankenship,Davis LLC,Standby,Main Power,Try financial scientist including decide road age office.,05/12/2004,21/05/2017,27/09/2021,15/12/2016,21/04/2021,29/12/2019,22/11/2044,24/09/2022,4 Years,21 Years,MCCMS-188,Experience free son fish anything whose enough.,No,Yes,Budget second quite cause Democrat serve.,Firmware 2.6,No,Yes,29/11/2021,08/01/2023,12/02/2023,12 Years,13 Years,07/09/2059
EQ-2838,Property Line 48,BRS-522,authority,Teresafurt,Rack E,Shelf 7,"Shelf 7, Row 3",Row 4,Col 4,Part 82816,Traditional together remain American worker town.,Part No V6,Hitachi 69800,SN-320079,hope,John Bishop,"Walton, Hopkins and Cole",Standby,Main Power,Down arrive firm citizen history.,02/02/2013,04/05/2013,26/06/2010,06/03/2025,11/12/2015,25/06/2017,24/02/2037,12/11/2021,9 Years,17 Years,MCCMS-847,Back join get physical.,No,Yes,In clear television wrong sometimes television.,Firmware 3.2,No,Yes,10/01/2021,05/04/2023,27/08/2023,7 Years,2 Years,12/11/2056
EQ-6440,Property Line 31,BRS-673,respond,East Joseview,Rack D,Shelf 6,"Shelf 2, Row 1",Row 2,Col 1,Part 88388,Someone past reduce where appear suffer.,Part No D17,Hitachi 47548,SN-159775,black,David Townsend,"Burgess, Maxwell and Smith",Standby,Main Power,Effort power smile pass.,19/08/2006,09/10/2010,29/07/2015,27/06/2010,03/08/2019,13/12/2020,29/07/2050,19/08/2020,5 Years,24 Years,MCCMS-425,Should middle college moment type.,Yes,No,Talk become factor win address.,Firmware 2.3,Yes,No,01/08/2022,05/05/2024,11/09/2025,4 Years,19 Years,14/11/2054
EQ-8567,Property Line 24,BRS-206,with,Earlfurt,Rack B,Shelf 1,"Shelf 2, Row 1",Row 2,Col 3,Part 80177,Land like law camera.,Part No O13,Hitachi 53297,SN-891947,serve,Christina Williams,Bowman-Barker,Standby,Main Power,Hundred everyone your computer meet.,18/03/2013,18/06/2006,14/08/2017,31/01/2022,12/05/2023,04/09/2016,26/08/2039,02/07/2025,3 Years,24 Years,MCCMS-268,Kid close wife kind today.,No,No,Short federal so sport trial fact amount smile evidence.,Firmware 1.4,No,Yes,27/11/2022,17/06/2025,14/05/2021,5 Years,15 Years,03/07/2057
